qid,P31,P31_a,Lpt-br,Dpt-br,Den,P571,qal1319,qal1326,P17,P1259,qal2044,qal7787,qal8208,P170,P186,P195,P217,P2079,P4036,P2049,P2048,P7835
,Q125191,Q35158,Ilha das Cobras; tomada da Baía de Guanabara,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.89636/-43.17627|P2044|36.40743U11573|P7787|31.94872U28390|P8208|76.14195U28390,,,,Q55088608,Q85621807,Q71989864,002080RJN0427,Q172984,48.0U28390,110U174789,45U174789,90812
,Q125191,Q35158,Ilha das Cobras,Fotografia de Guilherme Santos (002080RJN0425),Photograph by Guilherme Santos (002080RJN0425),+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.89597/-43.17489|P2044|24.91882U11573|P7787|-5.11482U28390|P8208|86.44708U28390,,,,Q55088608,Q85621807,Q71989864,002080RJN0425,Q172984,45.0U28390,110U174789,45U174789,90811
,Q125191,Q35158,Rua Primeiro de Março,Fotografia de Guilherme Santos (002080RJN0708),Photograph by Guilherme Santos (002080RJN0708),+1910-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.90169/-43.17637|P2044|8.34383U11573|P7787|140.52904U28390|P8208|92.56927U28390,,,,Q55088608,Q85621807,Q71989864,002080RJN0708,Q172984,45.0U28390,110U174789,45U174789,90817
,Q125191,Q35158,Ilha das Cobras,Fotografia de Guilherme Santos (002080RJN0422),Photograph by Guilherme Santos (002080RJN0422),+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1910-01-01T00:00:00Z/9,,,Q155,@-22.89592/-43.17495|P2044|21.96017U11573|P7787|7.65934U28390|P8208|87.05895U28390,,,,Q55088608,Q85621807,Q71989864,002080RJN0422,Q172984,45.0U28390,110U174789,45U174789,90810
,Q125191,Q35158,Avenida Rio Branco,Fotografia de Guilherme Santos (002080RJN0413),Photograph by Guilherme Santos (002080RJN0413),+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.9052/-43.17758|P2044|7.95651U11573|P7787|163.85589U28390|P8208|86.302U28390,,,,Q55088608,Q85621807,Q71989864,002080RJN0413,Q172984,43.0U28390,110U174789,45U174789,90809
,Q125191,Q35158,Pão de Açúcar; tomado das proximidades da Praia do Flamengo,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.93575/-43.17439|P2044|15.76717U11573|P7787|121.19746U28390|P8208|90.37731U28390,,,,Q55088608,Q85621807,Q71989864,002080RJN0409,Q172984,45.0U28390,110U174789,45U174789,90807
,Q125191,Q35158,Ilha das Cobras,Fotografia de Guilherme Santos (002080RJN0324),Photograph by Guilherme Santos (002080RJN0324),+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.89727/-43.17564|P2044|5.66499U11573|P7787|5.51511U28390|P8208|90.93031U28390,,,,Q55088608,Q85621807,Q71989864,002080RJN0324,Q172984,48.0U28390,110U174789,45U174789,90806
,Q125191,Q35158,"Morro do Pão de Açúcar e, ao fundo, Morro do Corcovado",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1915-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.94405/-43.14094|P2044|16.41668U11573|P7787|-103.24864U28390|P8208|90.40747U28390,,,,Q55088608,Q97570383,Q71989864,002080RJN0210,Q172984,45.0U28390,110U174789,45U174789,90804
,Q125191,Q35158,Morros da Urca e do Pão de Açúcar; tomados das proximidades da Rua General Severiano,Fotografia de Guilherme Santos (002080RJN0208),Photograph by Guilherme Santos (002080RJN0208),+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.95113/-43.17559|P2044|9.00893U11573|P7787|97.87883U28390|P8208|93.84989U28390,,,,Q55088608,Q97570383,Q71989864,002080RJN0208,Q172984,46.8U28390,110U174789,45U174789,90805
,Q125191,Q35158,Morro do Pão de Açúcar; a partir da Rua Marquês de Olinda,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1935-01-01T00:00:00Z/8|P580|+1930-01-01T00:00:00Z/9|P582|+1940-01-01T00:00:00Z/9,,,Q155,@-22.94423/-43.18219|P2044|7.35982U11573|P7787|116.34771U28390|P8208|93.52368U28390,,,,Q55088608,Q97570383,Q71989864,002080RJN0206,Q172984,45.0U28390,110U174789,45U174789,88832
,Q125191,Q35158,Ilha das Cobras; tomada das proximidades da Avenida Alfred Agache,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.89662/-43.17682|P2044|1.86U11573|P7787|71.68252U28390|P8208|98.97883U28390,,,,Q55088608,Q85621807,Q71989864,002080RJN0416,Q172984,46.0U28390,110U174789,45U174789,90808
,Q125191,Q35158,Vista da praia da Saudade e do Pão de Açúcar,Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1920-01-01T00:00:00Z/8|P580|+1915-01-01T00:00:00Z/9|P582|+1925-01-01T00:00:00Z/9,,,Q155,@-22.95065/-43.17545|P2044|8.72136U11573|P7787|90.17382U28390|P8208|93.59987U28390,,,,Q55088608,Q97570383,Q71989864,002080Vol02Cx0519,Q172984,45.0U28390,110U174789,45U174789,87164
,Q125191,Q35158,"Prédio da sede do jornal O Paiz; na Avenida Rio Branco, esquina com a Rua 7 de Setembro",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1925-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1930-01-01T00:00:00Z/9,,,Q155,@-22.90562/-43.1774|P2044|8.73301U11573|P7787|-169.35813U28390|P8208|104.66987U28390,,,,Q55088608,Q85621807,Q71989864,002080Vol05Cx0112,Q172984,45.0U28390,110U174789,45U174789,87177
,Q125191,Q35158,"Ruínas no alto do Morro do Castelo; ao fundo, Pão de Açúcar, igreja de Santa Luzia e Hotel Glória",Fotografia de Guilherme Santos,Photograph by Guilherme Santos,+1922-01-01T00:00:00Z/8|P580|+1920-01-01T00:00:00Z/9|P582|+1927-01-01T00:00:00Z/9,,,Q155,@-22.90626/-43.17317|P2044|40.625U11573|P7787|157.21899U28390|P8208|89.79039U28390,,,,Q55088608,Q85621807,Q71989864,002080Vol05Cx0117,Q172984,45.0U28390,110U174789,45U174789,87180
,Q125191,Q35158,Avenida Rio Branco,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1914-01-01T00:00:00Z/9|P580|+1914-01-01T00:00:00Z/9|P582|+1914-01-01T00:00:00Z/9,,,Q155,@-22.91056/-43.17568|P2044|9.59864U11573|P7787|-9.46119U28390|P8208|96.41441U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3748,Q355674,60.0U28390,130U174789,60U174789,90796
,Q125191,Q35158,Rua Ferro Carril Carioca (atual Joaquim Murtinho),Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.91633/-43.18331|P2044|81.23236U11573|P7787|100.25514U28390|P8208|84.72588U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3742,Q355674,60.0U28390,130U174789,60U174789,88185
,Q125191,Q35158,Serra da Tijuca vista de Jacarepaguá,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.94166/-43.34822|P2044|154.84839U11573|P7787|103.10979U28390|P8208|88.48U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3740,Q355674,55.24U28390,130U174789,60U174789,88772
,Q125191,Q35158,Jacarepaguá,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.93872/-43.35732|P2044|16.74778U11573|P7787|105.87855U28390|P8208|93.09347U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3739,Q355674,55.35U28390,130U174789,60U174789,88771
,Q125191,Q35158,Praia do Vidigal,Fotografia de Marc Ferrez (007_IMG_3642),Photograph by Marc Ferrez (007_IMG_3642),+1914-01-01T00:00:00Z/8|P580|+1909-01-01T00:00:00Z/9|P582|+1919-01-01T00:00:00Z/9,,,Q155,@-22.99356/-43.23365|P2044|32.59261U11573|P7787|50.91488U28390|P8208|88.27016U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3642,Q355674,60.16U28390,130U174789,60U174789,88184
,Q125191,Q35158,Lagoa Rodrigo de Freitas a partir da Vista Chinesa,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.97325/-43.24938|P2044|417.37516U11573|P7787|70.36418U28390|P8208|85.65851U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3639,Q355674,45.08U28390,130U174789,60U174789,90795
,Q125191,Q35158,Fachada do Cine Pathé,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1920-01-01T00:00:00Z/9|P580|+1920-01-01T00:00:00Z/9|P582|+1920-01-01T00:00:00Z/9,,,Q155,@-22.90429/-43.17778|P2044|17.40784U11573|P7787|-120.7127U28390|P8208|92.17483U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3636,Q355674,50.0U28390,130U174789,60U174789,88183
,Q125191,Q35158,Cine Pathé - fachada,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1922-01-01T00:00:00Z/9|P580|+1922-01-01T00:00:00Z/9|P582|+1922-01-01T00:00:00Z/9,,,Q155,@-22.90437/-43.17774|P2044|17.27309U11573|P7787|-106.41837U28390|P8208|87.18461U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3634,Q355674,50.0U28390,130U174789,60U174789,88182
,Q125191,Q35158,Bairro de Santa Teresa,Fotografia de Marc Ferrez (007_IMG_3631),Photograph by Marc Ferrez (007_IMG_3631),+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.91627/-43.18276|P2044|51.01112U11573|P7787|107.66727U28390|P8208|91.70884U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3631,Q355674,60.0U28390,130U174789,60U174789,90794
,Q125191,Q35158,Exposição Internacional de 1922 vista do Morro do Castelo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1922-01-01T00:00:00Z/8|P580|+1922-01-01T00:00:00Z/9|P582|+1923-01-01T00:00:00Z/9,,,Q155,@-22.90573/-43.17318|P2044|52.54687U11573|P7787|82.71142U28390|P8208|85.17052U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3607,Q355674,60.16U28390,130U174789,60U174789,92163
,Q125191,Q35158,Chegada ao alto do Corcovado,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.95175/-43.21099|P2044|665.81357U11573|P7787|92.44807U28390|P8208|100.36359U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3601,Q355674,59.94U28390,130U174789,60U174789,90792
,Q125191,Q35158,Praia do Leblon,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.98999/-43.22732|P2044|22.17917U11573|P7787|63.99448U28390|P8208|85.49978U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3598,Q355674,55.13U28390,130U174789,60U174789,90791
,Q125191,Q35158,Bairro de Botafogo visto do morro da Urca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.95789/-43.17301|P2044|206.12214U11573|P7787|-13.26688U28390|P8208|79.89734U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3597,Q355674,54.75U28390,130U174789,60U174789,88770
,Q125191,Q35158,Bairro de Botafogo visto do Morro da Urca,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.95121/-43.16587|P2044|211.04021U11573|P7787|-92.66097U28390|P8208|84.29479U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3596,Q355674,55.38U28390,130U174789,60U174789,90790
,Q125191,Q35158,Bairro de Botafogo; tomado do Morro da Urca,Fotografia de Marc Ferrez (007_IMG_3594),Photograph by Marc Ferrez (007_IMG_3594),+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.95159/-43.16512|P2044|215.90728U11573|P7787|-99.69699U28390|P8208|85.62089U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3594,Q355674,56.96U28390,130U174789,60U174789,88181
,Q125191,Q35158,Bairro da Urca e Morro do Pão de Açucar; tomados do Morro da Babilônia,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.95703/-43.16906|P2044|236.77089U11573|P7787|49.15139U28390|P8208|81.07381U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3590,Q355674,60.02U28390,130U174789,60U174789,88180
,Q125191,Q35158,"Região de Jacarepaguá; tomada da atual Praça Doutor Eduardo Gusmão Alves de Brito, Freguesia",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.94168/-43.348|P2044|146.88872U11573|P7787|110.1003U28390|P8208|94.44457U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3588,Q355674,55.0U28390,130U174789,60U174789,88179
,Q125191,Q35158,Observatório Nacional do Rio de Janeiro,Fotografia de Marc Ferrez (007_IMG_3455),Photograph by Marc Ferrez (007_IMG_3455),+1910-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.89603/-43.22321|P2044|37.0759U11573|P7787|-9.08311U28390|P8208|93.78147U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3455,Q172984,50.0U28390,130U174789,60U174789,87627
,Q125191,Q35158,Lagoa Rodrigo de Freitas; tomada do Horto,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1910-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.97272/-43.24755|P2044|393.66105U11573|P7787|70.24563U28390|P8208|84.48U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3469,Q172984,50.0U28390,130U174789,60U174789,88175
,Q125191,Q35158,"Avenida Central, atual Rio Branco",Fotografia de Marc Ferrez (007_IMG_3472),Photograph by Marc Ferrez (007_IMG_3472),+1910-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.89692/-43.18072|P2044|8.32904U11573|P7787|156.29385U28390|P8208|99.27147U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3472,Q172984,50.0U28390,130U174789,60U174789,87629
,Q125191,Q35158,Forte de São José visto do Morro do Pão de Açúcar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1914-01-01T00:00:00Z/9,,,Q155,@-22.94949/-43.15651|P2044|370.0486U11573|P7787|11.07237U28390|P8208|70.57663U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3527,Q172984,57.0U28390,130U174789,60U174789,92156
,Q125191,Q35158,"Bairros da Urca, Botafogo e Copacabana vistos do Morro do Pão de Açúcar",Fotografia de Marc Ferrez (007_IMG_3528),Photograph by Marc Ferrez (007_IMG_3528),+1914-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.94962/-43.15651|P2044|393.55755U11573|P7787|-116.30195U28390|P8208|84.62225U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3528,Q172984,45.12U28390,130U174789,60U174789,92155
,Q125191,Q35158,Palácio São Joaquim,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1914-01-01T00:00:00Z/9,,,Q155,@-22.92124/-43.17674|P2044|7.37961U11573|P7787|-53.75967U28390|P8208|100.04167U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3533,Q172984,60.0U28390,130U174789,60U174789,92158
,Q125191,Q35158,"Praia de Santa Luzia, Avenida Beira-Mar, Palácio Monroe e arredores",Fotografia de Felipe Augusto Fidanza,Photograph by Felipe Augusto Fidanza,+1910-01-01T00:00:00Z/9|P580|+1910-01-01T00:00:00Z/9|P582|+1910-01-01T00:00:00Z/9,,,Q155,@-22.91833/-43.17801|P2044|54.78686U11573|P7787|23.73362U28390|P8208|85.07206U28390,,,,,Q97570383,Q71989864,007_IMG_3749,Q355674,59.89U28390,130U174789,60U174789,90797
,Q125191,Q35158,"Praça Floriano vista do Teatro Municipal; à esquerda, a Biblioteca Nacional e o Supremo Tribunal Federal (atual Centro Cultural da Justiça Federal)",Fotografia de Marc Ferrez (007_IMG_3534),Photograph by Marc Ferrez (007_IMG_3534),+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1914-01-01T00:00:00Z/9,,,Q155,@-22.90938/-43.17632|P2044|12.07605U11573|P7787|143.02639U28390|P8208|97.44155U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3534,Q172984,44.92U28390,130U174789,60U174789,92157
,Q125191,Q35158,"Praça Floriano, atual Cinelândia",Fotografia de Marc Ferrez (007_IMG_3536),Photograph by Marc Ferrez (007_IMG_3536),+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1914-01-01T00:00:00Z/9,,,Q155,@-22.91023/-43.17583|P2044|8.85412U11573|P7787|-50.57981U28390|P8208|102.53058U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3536,Q172984,50.0U28390,130U174789,60U174789,92160
,Q125191,Q35158,"Supremo Tribunal Federal, atual Centro Cultural da Justiça Federal",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1914-01-01T00:00:00Z/9,,,Q155,@-22.91056/-43.17586|P2044|10.16791U11573|P7787|87.53522U28390|P8208|99.918U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3539,Q172984,50.0U28390,130U174789,60U174789,92162
,Q125191,Q35158,Biblioteca Nacional vista da escadaria do Teatro Municipal,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1910-01-01T00:00:00Z/9|P582|+1914-01-01T00:00:00Z/9,,,Q155,@-22.90937/-43.17646|P2044|10.61974U11573|P7787|106.36581U28390|P8208|100.56026U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3540,Q172984,55.75U28390,130U174789,60U174789,92161
,Q125191,Q35158,Palácio Monroe,Fotografia de Marc Ferrez (007_IMG_3541),Photograph by Marc Ferrez (007_IMG_3541),+1910-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.91174/-43.17509|P2044|8.28719U11573|P7787|-155.33659U28390|P8208|97.59316U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3541,Q172984,45.96U28390,130U174789,60U174789,87630
,Q125191,Q35158,Bairro de Botafogo; tomado do Morro do Pão de Açúcar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1910-01-01T00:00:00Z/8|P580|+1905-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.94951/-43.15652|P2044|410.34741U11573|P7787|-107.86855U28390|P8208|83.27171U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3547,Q172984,44.69U28390,130U174789,60U174789,88176
,Q125191,Q35158,Retrato de mulher não identificada,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.93872/-43.35732|P2044|17.78751U11573|P7787|109.00902U28390|P8208|94.54861U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3585,Q355674,50.0U28390,130U174789,60U174789,88178
,Q125191,Q35158,"Escola Nacional de Belas Artes, atual Museu de Belas Artes",Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1914-01-01T00:00:00Z/9,,,Q155,@-22.90959/-43.17624|P2044|10.43632U11573|P7787|11.28532U28390|P8208|99.3991U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3535,Q172984,59.17U28390,130U174789,60U174789,92159
,Q125191,Q35158,Praia do Leblon; tomada do Mirante do Leblon,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.98939/-43.22731|P2044|15.54022U11573|P7787|69.25883U28390|P8208|85.64927U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3752,Q355674,45.11U28390,130U174789,60U174789,88187
,Q125191,Q35158,Aqueduto da Carioca; tomado da Rua Ferro Carril Carioca (atual Joaquim Murtinho),Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.91433/-43.18061|P2044|32.38556U11573|P7787|23.39507U28390|P8208|87.35874U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3753,Q355674,50.0U28390,130U174789,60U174789,88186
,Q125191,Q35158,Biblioteca Nacional,Fotografia de Marc Ferrez (007_IMG_3756),Photograph by Marc Ferrez (007_IMG_3756),+1912-01-01T00:00:00Z/8|P580|+1907-01-01T00:00:00Z/9|P582|+1915-01-01T00:00:00Z/9,,,Q155,@-22.91072/-43.17581|P2044|9.41414U11573|P7787|16.44712U28390|P8208|99.02283U28390,,,,Q3180571,Q97570383,Q71989864,007_IMG_3756,Q355674,50.0U28390,130U174789,60U174789,88188
,Q125191,,Romaria em direção à Ladeira do Castelo,Fotografia de Augusto Malta,Photograph by Augusto Malta,+1921-10-30T00:00:00Z/11|P580|+1921-01-01T00:00:00Z/9|P582|+1921-01-01T00:00:00Z/9,,,Q155,@-22.903/-43.17512|P2044|13.51961U11573|P7787|161.73058U28390|P8208|88.76756U28390,,,,Q16495239,Q56055236,Q71989864,014AM012039,Q172984,60.09U28390,240U174789,180U174789,82422
,Q125191,,Vista da Ilha Fiscal,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1880-01-01T00:00:00Z/8|P580|+1875-01-01T00:00:00Z/9|P582|+1885-01-01T00:00:00Z/9,,,Q155,@-22.89668/-43.1706|P2044|23.96U11573|P7787|107.56422U28390|P8208|84.94U28390,,,,Q3180571,Q85621807,Q71989864,0071530cx004-05,Q172984,49.9U28390,300U174789,150U174789,88774
,Q125191,,"Enseada de Botafogo; ao fundo, o Morro do Corcovado",Fotografia de Marc Ferrez (0071530cx003-08),Photograph by Marc Ferrez (0071530cx003-08),+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.94177/-43.17718|P2044|1.65162U11573|P7787|-103.23033U28390|P8208|93.19086U28390,,,,Q3180571,Q85621807,Q71989864,0071530cx003-08,Q172984,63.91U28390,300U174789,150U174789,82906
,Q125191,,Vista do Jardim Botânico; a partir da Estrada do Redentor,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.95394/-43.23038|P2044|512.78391U11573|P7787|164.7337U28390|P8208|86.17716U28390,,,,Q3180571,Q85621807,Q71989864,0071530cx003-01,Q172984,60.0U28390,300U174789,150U174789,82905
,Q125191,,Praia do Diabo,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.98673/-43.18687|P2044|23.92034U11573|P7787|-118.70285U28390|P8208|86.8599U28390,,,,Q3180571,Q85621807,Q71989864,0071530cx001-09,Q172984,60.52U28390,300U174789,150U174789,82904
,Q125191,,"Pedra do Forte de Copacabana, atual Posto 6, com o Morro Dois Irmãos ao fundo",Fotografia de Marc Ferrez (0071530cx001-07),Photograph by Marc Ferrez (0071530cx001-07),+1900-01-01T00:00:00Z/8|P580|+1895-01-01T00:00:00Z/9|P582|+1905-01-01T00:00:00Z/9,,,Q155,@-22.98614/-43.18724|P2044|27.3179U11573|P7787|-89.67733U28390|P8208|88.80459U28390,,,,Q3180571,Q85621807,Q71989864,0071530cx001-07,Q172984,62.5U28390,300U174789,150U174789,82441
,Q125191,,Vista da Enseada de Botafogo e da Lagoa Rodrigo de Freitas; a partir do Morro do Pão de Açúcar,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1890-01-01T00:00:00Z/8|P580|+1885-01-01T00:00:00Z/9|P582|+1895-01-01T00:00:00Z/9,,,Q155,@-22.94956/-43.1566|P2044|291.61301U11573|P7787|-104.1474U28390|P8208|83.62956U28390,,,,Q3180571,Q85621807,Q71989864,0071824cx007-05,Q172984,56.4U28390,240U174789,180U174789,82653
,Q125191,,Vista tomada das proximidades da Praia do Catimbaú,Fotografia de Marc Ferrez,Photograph by Marc Ferrez,+1885-01-01T00:00:00Z/8|P580|+1880-01-01T00:00:00Z/9|P582|+1890-01-01T00:00:00Z/9,,,Q155,@-22.7524/-43.10214|P2044|3.42934U11573|P7787|-141.48168U28390|P8208|90.78985U28390,,,,Q3180571,Q85621807,Q71989864,0071530cx001-05,Q172984,50.0U28390,300U174789,150U174789,82903
